,Age,Gender,Years at Company,Monthly Income,Number of Promotions,Overtime,Distance from Home,Number of Dependents,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Attrition,Job Role_Finance,Job Role_Healthcare,Job Role_Media,Job Role_Technology,Work-Life Balance_Fair,Work-Life Balance_Good,Work-Life Balance_Poor,Job Satisfaction_Low,Job Satisfaction_Medium,Job Satisfaction_Very High,Performance Rating_Below Average,Performance Rating_High,Performance Rating_Low,Education Level_Bachelor’s Degree,Education Level_High School,Education Level_Master’s Degree,Education Level_PhD,Marital Status_Married,Marital Status_Single,Job Level_Mid,Job Level_Senior,Company Size_Medium,Company Size_Small,Company Reputation_Fair,Company Reputation_Good,Company Reputation_Poor,Employee Recognition_Low,Employee Recognition_Medium,Employee Recognition_Very High
20321,59,0,21,6880,2,0,50,1,58,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,False,False,False,False
20322,33,1,18,5712,4,0,47,0,39,1,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20323,57,1,10,10684,0,0,83,4,32,0,0,0,0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False
20324,31,1,6,7772,0,0,70,5,57,0,0,0,1,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
20325,58,0,33,5934,0,1,65,2,39,0,0,0,0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
20326,42,1,3,6872,0,1,38,2,72,0,0,1,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
20327,24,1,14,6218,0,0,29,1,28,0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
20328,48,1,11,7058,1,1,55,0,59,1,0,0,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
20329,28,1,8,10851,0,1,51,3,64,1,0,0,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False
20330,28,1,4,7744,1,0,74,3,13,0,0,0,0,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
20331,56,1,20,4161,0,0,88,3,65,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
20332,31,1,9,4702,1,0,87,2,24,0,0,1,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
20333,57,0,44,8320,3,1,74,4,95,0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
20334,58,0,50,10275,0,1,72,0,103,0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
20335,48,1,32,5499,0,1,76,1,88,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
20336,47,1,22,10634,0,0,17,0,30,0,0,1,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False
20337,57,0,25,8061,0,0,49,5,89,0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False
20338,39,1,1,8206,1,0,12,1,5,0,0,0,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False
20339,36,1,28,6280,0,1,17,3,57,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
20340,40,1,30,7219,1,0,14,3,57,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
20341,43,1,4,6900,1,0,67,1,74,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
20342,49,1,33,8116,2,1,48,0,84,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
20343,47,1,2,8060,0,0,85,4,78,1,0,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
20344,50,1,15,3939,1,0,8,3,22,1,0,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
20345,19,1,8,8587,0,0,44,3,26,0,0,0,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
20346,59,1,26,8652,0,1,55,3,32,1,0,0,1,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
20347,39,1,17,3169,0,0,14,0,77,0,0,0,1,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
20348,18,1,7,5496,2,0,43,0,45,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False
20349,49,0,25,4989,0,0,86,0,94,0,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
20350,27,1,1,6399,1,1,60,3,48,0,0,0,0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
20351,53,1,40,6792,2,0,63,6,58,1,0,1,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
20352,57,1,35,9084,0,1,41,1,72,0,0,1,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
20353,43,1,1,6876,0,0,13,1,56,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
20354,48,0,4,9942,3,0,58,0,35,0,0,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False
20355,53,0,11,3829,0,0,66,0,89,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
20356,46,0,20,8009,0,0,8,0,72,0,0,0,1,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
20357,56,1,45,10688,0,0,98,0,98,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
20358,36,0,1,3699,2,0,97,2,75,1,0,0,1,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
20359,45,1,13,9239,2,1,66,4,51,0,0,0,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False
20360,20,1,2,5648,0,0,20,3,59,0,0,0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False
20361,36,1,18,5251,1,0,97,4,21,0,0,0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
20362,33,1,19,5149,0,0,72,1,31,0,0,0,1,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
20363,30,0,21,8127,2,0,21,2,29,0,0,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
20364,23,0,9,6205,2,0,31,0,58,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
20365,57,0,42,9186,0,0,50,0,107,0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
20366,43,1,9,8403,0,1,54,0,30,0,0,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
20367,19,0,3,8828,0,1,84,1,43,1,0,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True
20368,41,1,19,8555,0,0,82,2,78,0,0,1,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
20369,56,1,28,6060,1,0,68,4,106,0,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False
20370,35,0,10,3697,2,0,92,0,13,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
20371,36,0,15,8215,0,1,65,1,37,0,0,0,0,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False
20372,36,0,19,4371,2,0,41,3,30,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
20373,38,0,25,4512,2,1,12,3,48,0,0,1,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False
20374,22,0,3,6686,1,0,77,5,77,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
20375,33,1,17,6729,0,0,7,2,20,0,0,0,0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
20376,21,0,6,7945,0,0,95,0,58,0,0,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
20377,46,1,32,2589,0,1,72,3,84,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
20378,32,0,6,6307,0,0,66,4,77,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
20379,35,0,5,7232,1,0,6,0,74,0,0,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
20380,58,0,39,9410,0,0,33,0,92,0,0,0,1,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
20381,18,1,10,8983,0,0,31,3,86,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False
20382,44,0,14,3306,0,0,57,1,39,0,0,1,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
20383,44,0,19,12268,2,0,24,0,94,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False
20384,40,1,27,6972,1,1,81,0,66,0,0,0,0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False
20385,51,0,38,5184,0,1,50,0,67,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
20386,25,1,10,9233,0,0,65,2,28,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
20387,25,0,13,6659,0,1,62,0,59,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
20388,29,1,7,5745,0,0,42,1,76,1,0,0,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False
20389,19,0,5,7525,4,0,53,1,70,0,0,0,0,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False
20390,41,1,1,8524,3,0,5,0,30,0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False
20391,38,1,1,8553,0,0,25,6,13,0,1,0,1,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True
20392,39,1,20,10915,0,1,23,0,30,0,0,0,1,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False
20393,48,1,18,5559,0,0,53,4,80,0,0,1,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False
20394,20,0,9,6279,0,0,11,0,67,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False
20395,52,0,37,10641,0,0,64,1,109,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False
20396,38,1,17,8625,0,0,54,0,43,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False
20397,23,1,2,5932,0,1,6,2,18,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
20398,48,0,11,9122,0,0,20,4,37,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False
20399,54,1,29,9628,0,0,82,1,56,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
20400,22,1,1,7418,0,0,11,6,32,0,1,0,0,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
20401,30,0,18,5583,2,0,5,3,78,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
20402,19,0,8,9811,0,1,93,1,14,0,0,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
20403,41,1,31,8700,2,1,30,3,79,0,0,0,0,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,False
20404,22,1,1,4302,0,0,14,2,30,0,0,1,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
20405,43,0,16,8896,3,0,10,0,68,0,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
20406,47,1,3,6321,2,1,34,0,21,0,1,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False
20407,32,0,11,10508,0,1,79,0,47,0,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
20408,46,1,8,5050,0,1,70,5,49,0,0,0,0,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False
20409,38,0,6,6343,1,0,91,0,18,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
20410,49,1,8,9622,0,0,85,1,55,0,0,0,1,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
20411,47,0,31,8083,2,0,67,2,33,0,0,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,False
20412,42,0,3,8240,2,1,77,3,55,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
20413,18,1,9,3348,1,0,66,1,46,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
20414,43,0,11,7104,1,0,71,1,83,0,0,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False
20415,46,1,6,6862,1,0,55,2,42,0,0,0,0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
20416,55,0,8,8048,0,1,50,2,77,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
20417,22,1,8,7805,0,0,36,3,11,0,0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
20418,39,1,23,3739,0,0,35,4,25,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
20419,25,1,5,5105,0,0,20,3,72,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False
20420,46,1,36,5967,0,1,10,2,76,1,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False
20421,18,1,8,7032,2,0,31,0,86,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
20422,20,1,6,11627,1,1,97,0,66,0,1,0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False
20423,34,0,13,6758,1,1,81,0,51,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False
20424,36,0,11,5488,1,1,91,0,63,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False
20425,19,0,7,4113,0,1,90,5,9,0,0,0,0,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
20426,48,1,13,6061,1,1,42,2,77,0,0,0,0,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
20427,51,0,40,4170,0,1,31,2,95,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
20428,37,1,22,13066,0,0,2,3,93,0,0,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
20429,51,1,5,8999,1,0,39,1,19,1,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
20430,31,1,11,4428,0,0,37,1,27,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
20431,59,1,15,4206,0,0,78,2,27,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,True,False
20432,30,0,7,8361,3,1,50,1,11,0,0,0,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
20433,46,1,28,10321,1,0,16,0,79,0,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
20434,46,1,27,5424,0,0,63,0,91,1,0,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
20435,26,1,3,5333,3,0,34,1,47,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False
20436,36,1,2,7626,0,0,87,5,68,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
20437,56,1,21,7482,0,0,76,0,76,0,0,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False
20438,55,0,19,8119,0,0,93,1,41,0,0,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False
20439,28,1,19,6564,1,0,14,4,70,0,0,1,1,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
20440,43,1,6,3360,0,1,41,0,80,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
20441,56,1,1,5391,0,1,82,1,70,0,0,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
20442,27,1,17,8322,2,0,83,0,47,0,0,1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False
20443,55,1,26,5887,0,1,94,3,36,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False
20444,56,1,11,8105,0,0,74,0,34,0,0,1,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False
20445,51,0,2,5947,3,0,94,0,72,0,0,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False
20446,35,0,17,9545,0,0,3,0,64,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
20447,37,1,16,9016,0,0,46,1,69,0,0,0,0,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
20448,31,0,18,7474,1,0,33,4,80,0,0,0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
20449,28,1,20,7291,0,0,23,4,41,1,0,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
20450,25,0,6,3374,1,0,33,1,40,0,0,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
20451,19,1,7,5836,2,0,60,0,71,1,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False
20452,40,1,20,8533,0,1,41,1,76,1,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
20453,59,1,20,8700,0,0,57,0,54,1,0,0,1,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False
20454,50,0,14,9598,0,0,87,1,22,0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False
20455,53,1,43,7712,2,1,18,0,64,0,0,1,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
20456,44,1,20,5478,0,1,20,1,81,0,0,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
20457,57,1,20,7969,1,0,83,2,22,1,0,0,1,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
20458,18,1,9,5019,2,0,12,3,54,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
20459,40,1,1,6239,1,1,94,1,60,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
20460,48,0,21,5949,0,0,51,2,26,0,0,0,0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False
20461,18,0,9,4927,0,0,24,1,17,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
20462,54,0,35,7986,0,0,37,4,86,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False
20463,40,1,10,7544,1,0,65,1,35,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
20464,21,1,6,5903,1,0,76,1,57,0,0,1,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
20465,58,0,4,5566,1,0,91,0,61,1,0,0,0,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
20466,43,1,10,3100,2,0,56,0,49,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False
20467,22,1,8,5231,1,1,9,1,27,1,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
20468,38,0,13,4442,1,1,93,1,55,0,0,1,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
20469,48,1,32,7888,0,0,25,1,99,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
20470,46,1,33,5304,1,0,20,0,53,1,0,0,1,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
20471,50,0,15,9425,0,0,65,2,26,0,0,1,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
20472,57,0,15,4761,0,0,59,2,88,0,0,0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False
20473,42,1,4,9073,1,1,97,2,76,1,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
20474,38,0,29,8489,0,0,69,3,92,0,0,1,1,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
