user_id,first_pay_ts,first_pay_item,pre_pay_events,pre_pay_active_days,pre_pay_span_days,pre_pay_recency_days,obs_total_events,obs_active_days,obs_events_per_active_day,obs_w1_events,obs_w2_events,obs_decay_ratio,obs_activity_change_rate,obs_last_active_day,obs_recency_days,obs_unique_items,obs_unique_sources,obs_unique_platforms,obs_enter_count,obs_respond_count,obs_submit_count,obs_response_with_answer_count,obs_response_with_answer_rate,obs_play_video_count,obs_pause_video_count,obs_play_audio_count,obs_pause_audio_count,obs_quit_count,obs_pay_count,obs_refund_count,total_lifetime_events,is_refund_churn,is_non_renewal_churn,is_churn
u391546,1546491408746,p73,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,391,0,1,1
u391597,1546379142559,p74,177,1,0.014749,0.118512,342,5,68.4,342,0,0,-1,3.295995,10.704005,147,4,2,111,59,49,59,1,12,12,16,16,62,1,0,519,0,1,1
u3916,1562790112861,p124,129,1,0.035332,17.465329,137,4,34.25,137,0,0,-1,3.553509,10.446491,49,3,2,29,26,11,26,1,13,13,13,13,18,1,0,686,0,1,1
u391662,1546380114773,p73,0,0,0,0,17,3,5.666667,7,10,1.428571,0.428571,12.937021,1.062979,5,2,1,3,4,1,4,1,3,3,0,0,2,1,0,21,0,1,1
u391688,1546348271010,p79,0,0,0,0,375,4,93.75,365,10,0.027397,-0.972603,7.813342,6.186658,138,3,1,90,54,47,54,1,4,4,53,53,43,1,0,622,0,1,1
u391726,1546373134853,p73,0,0,0,0,115,6,19.166667,43,72,1.674419,0.674419,13.515603,0.484397,33,1,1,50,14,8,14,1,0,0,0,0,42,1,0,604,0,1,1
u391752,1569882758889,p136,25,1,0.002002,271.959006,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,1,1
u391770,1573587630473,p185,483,4,135.046942,28.646678,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,484,0,1,1
u391776,1546379116116,p74,0,0,0,0,1988,11,180.727273,979,1009,1.030644,0.030644,12.475654,1.524346,929,3,1,798,391,309,391,1,0,0,0,0,489,1,0,2434,0,1,1
u3918,1564029950149,p127,0,0,0,0,213,4,53.25,213,0,0,-1,5.420773,8.579227,60,5,1,42,22,22,22,1,18,18,34,36,20,1,0,237,0,1,1
u391837,1546841331955,p73,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,520,0,1,1
u391880,1546372719936,p73,0,0,0,0,3615,13,278.076923,1400,2215,1.582143,0.582143,13.492525,0.507475,1087,5,2,1009,855,456,855,1,90,85,246,246,553,1,0,6103,0,1,1
u391892,1546833252618,p73,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1030,0,1,1
u391894,1546372810163,p73,0,0,0,0,232,7,33.142857,194,38,0.195876,-0.804124,12.275375,1.724625,90,4,1,63,50,26,50,1,12,12,14,14,37,1,0,385,0,1,1
u391897,1546367052249,p75,0,0,0,0,8421,13,647.769231,6141,2280,0.371275,-0.628725,13.858163,0.141837,2333,6,2,1709,1247,805,1247,1,255,252,1346,1359,904,1,0,9839,0,1,1
u3919,1564429189849,p125,21,1,0.002587,0.608209,175,2,87.5,175,0,0,-1,0.83228,13.16772,79,1,1,52,30,26,30,1,0,0,20,20,26,1,0,353,0,1,1
u391908,1547077231624,p79,0,0,0,0,92,3,30.666667,92,0,0,-1,3.283848,10.716152,41,3,1,29,14,14,14,1,1,0,9,9,15,1,0,218,0,1,1
u391991,1564553843600,p148,0,0,0,0,81,4,20.25,81,0,0,-1,4.834785,9.165215,43,2,1,33,14,14,14,1,0,0,0,0,19,1,0,81,0,1,1
u392,1559092384570,p112,236,1,0.075847,0.066913,1033,4,258.25,1033,0,0,-1,6.254778,7.745222,423,4,2,232,250,106,250,1,7,5,87,87,126,1,0,7928,0,1,1
u392020,1546443304810,p73,278,1,0.124469,0.310181,354,4,88.5,354,0,0,-1,3.784096,10.215904,100,3,1,127,34,31,34,1,21,18,0,0,96,1,0,924,0,1,1
u392082,1546375593743,p76,0,0,0,0,1627,11,147.909091,806,821,1.01861,0.01861,13.427081,0.572919,543,6,2,402,370,176,370,1,68,67,133,138,226,1,0,1867,0,1,1
u392087,1546406950745,p76,27,1,0.00312,0.076676,147,2,73.5,147,0,0,-1,1.892669,12.107331,73,2,1,58,28,26,28,1,1,1,0,0,32,1,0,174,0,1,1
u3921,1561945424708,p121,0,0,0,0,599,6,99.833333,592,7,0.011824,-0.988176,11.440475,2.559525,211,5,1,162,83,73,83,1,5,5,67,91,89,1,0,2444,0,1,1
u392103,1553762536314,p95,4779,33,83.601021,1.609666,2316,15,154.4,1174,1142,0.972743,-0.027257,13.999595,0.000405,773,4,2,560,396,256,396,1,53,51,346,349,304,1,0,12569,0,1,1
u392106,1546387030571,p73,0,0,0,0,672,7,96,672,0,0,-1,6.011267,7.988733,215,5,1,184,102,94,102,1,0,0,98,103,90,1,0,1007,0,1,1
u392129,1556690082889,p94,131,1,0.019489,0.59358,4030,13,310,2476,1554,0.627625,-0.372375,13.790892,0.209108,1412,4,1,1072,542,510,542,1,37,37,585,591,562,1,0,5488,0,1,1
u392139,1548476895254,p75,50,1,0.002404,24.021627,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,0,1,1
u392151,1546488070806,p75,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,570,0,1,1
u392156,1546369734206,p72,0,0,0,0,24,2,12,24,0,0,-1,0.369731,13.630269,15,1,1,7,7,7,7,1,0,0,0,0,0,1,0,24,0,1,1
u392164,1546457883815,p74,166,1,0.074487,0.515442,1072,8,134,834,238,0.285372,-0.714628,13.757935,0.242065,338,5,1,308,149,126,149,1,141,141,9,9,182,1,0,1542,0,1,1
u3922,1556413294475,p95,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1255,0,1,1
u392216,1546370886265,p72,0,0,0,0,219,3,73,209,10,0.047847,-0.952153,9.412093,4.587907,87,3,1,59,34,33,34,1,4,4,29,29,26,1,0,297,0,1,1
u392224,1546375260438,p74,0,0,0,0,5747,7,821,3797,1950,0.513563,-0.486437,13.768918,0.231082,1551,5,1,1179,690,588,690,1,14,14,1230,1255,591,1,0,9110,0,1,1
u392234,1551592670894,p90,0,0,0,0,238,2,119,1,237,237,236,13.999645,0.000355,78,2,1,34,54,16,54,1,4,4,54,54,17,1,0,391,0,1,1
u392246,1546382972017,p74,0,0,0,0,218,2,109,218,0,0,-1,0.516223,13.483777,95,4,1,68,35,33,35,1,5,5,18,18,35,1,0,218,0,1,1
u392252,1567733345611,p168,940,14,236.217391,10.650058,202,2,101,202,0,0,-1,1.372849,12.627151,69,2,1,53,45,23,45,1,25,25,0,0,30,1,0,1142,0,1,1
u392268,1546380605337,p73,0,0,0,0,194,4,48.5,65,129,1.984615,0.984615,7.722094,6.277906,65,4,1,39,35,17,35,1,35,34,5,5,22,1,0,194,0,1,1
u392271,1546372650510,p73,0,0,0,0,1691,8,211.375,602,1089,1.80897,0.80897,11.391592,2.608408,615,4,1,553,552,241,552,1,9,9,5,5,312,1,0,6671,0,1,1
u392280,1546372639041,p73,0,0,0,0,671,7,95.857143,656,15,0.022866,-0.977134,13.731614,0.268386,323,4,2,193,192,96,192,1,4,4,42,42,97,1,0,3290,0,1,1
u392298,1546372705691,p73,0,0,0,0,293,3,97.666667,1,292,292,291,13.739407,0.260593,85,2,1,65,31,33,31,1,2,2,60,59,32,1,0,425,0,1,1
u3923,1553737127102,p95,0,0,0,0,8592,15,572.8,3692,4900,1.327194,0.327194,13.974616,0.025384,837,6,1,1340,439,416,439,1,21,21,2575,2854,924,1,0,87312,0,0,0
u392310,1546372778422,p73,0,0,0,0,397,2,198.5,397,0,0,-1,0.812897,13.187103,176,3,1,118,62,59,62,1,3,3,30,30,59,1,0,397,0,1,1
u392328,1546379858790,p73,0,0,0,0,13,2,6.5,13,0,0,-1,2.358189,11.641811,2,1,1,1,0,0,0,0,5,5,0,0,1,1,0,13,0,1,1
u392390,1548309443778,p81,0,0,0,0,2314,7,330.571429,970,1344,1.385567,0.385567,13.921483,0.078517,739,4,1,594,346,275,346,1,40,40,222,223,319,1,0,5876,0,1,1
u3924,1541474906079,p63,44,1,0.003141,34.453936,823,7,117.571429,819,4,0.004884,-0.995116,9.494468,4.505532,181,5,1,164,73,74,73,1,7,7,180,207,90,1,0,36580,0,1,1
u392473,1546814752781,p77,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,105,0,1,1
u392475,1546489905359,p73,12,1,0.002647,0.176189,224,1,224,224,0,0,-1,0.410442,13.589558,77,4,1,55,33,28,33,1,1,1,39,39,27,1,0,241,0,1,1
u392483,1546378728579,p74,0,0,0,0,89,2,44.5,89,0,0,-1,0.368188,13.631812,53,2,1,31,24,21,24,1,0,0,1,1,10,1,0,89,0,1,1
u392491,1557123390178,p94,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1809,0,1,1
u392509,1546382821974,p73,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,1,1
u392535,1546378847790,p73,0,0,0,0,286,6,47.666667,286,0,0,-1,5.824639,8.175361,71,4,2,60,22,23,22,1,53,53,18,18,37,1,0,927,0,1,1
u392591,1546384463237,p75,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1
u392596,1547330348685,p73,34,1,0.004774,10.622991,2988,13,229.846154,1675,1313,0.783881,-0.216119,13.786326,0.213674,764,4,1,646,306,282,306,1,75,75,610,624,364,1,0,38572,0,1,1
u3926,1563906032080,p149,0,0,0,0,177,5,35.4,177,0,0,-1,6.902239,7.097761,51,4,2,38,23,18,23,1,35,35,3,3,20,1,0,177,0,1,1
u392611,1569825082442,p164,147,2,189.982859,80.995935,355,3,118.333333,247,108,0.437247,-0.562753,10.272587,3.727413,169,3,1,117,62,58,62,1,1,1,28,28,59,1,0,1377,0,1,1
u392613,1546380676995,p76,0,0,0,0,424,7,60.571429,236,188,0.79661,-0.20339,13.542845,0.457155,175,4,1,130,71,62,71,1,2,2,42,46,68,1,0,651,0,1,1
u392622,1546535601745,p74,35,1,0.00295,1.419478,4989,14,356.357143,2186,2803,1.282251,0.282251,13.832602,0.167398,1880,4,1,1277,935,618,935,1,66,66,556,559,659,1,0,8336,0,0,0
u392673,1546483593178,p75,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,568,0,1,1
u392737,1562114498582,p121,677,8,71.187593,110.511211,133,3,44.333333,57,76,1.333333,0.333333,12.278706,1.721294,36,2,1,26,16,10,16,1,22,22,10,10,16,1,0,1553,0,1,1
u392750,1546408630953,p76,0,0,0,0,113,1,113,113,0,0,-1,0.383899,13.616101,61,2,1,37,24,25,24,1,0,0,6,6,12,1,0,113,0,1,1
u392793,1546470466470,p73,24,1,0.001688,0.618678,10317,10,1031.7,3465,6852,1.977489,0.977489,13.456838,0.543162,3096,4,1,2211,950,1088,950,1,14,14,1546,1597,1123,1,0,22256,0,1,1
u392821,1546452171407,p73,73,1,0.039078,0.34662,362,5,72.4,203,159,0.783251,-0.216749,9.624976,4.375024,191,2,2,132,76,64,76,1,9,9,0,0,68,1,0,2403,0,1,1
u392938,1546556808280,p74,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3618,0,0,0
u392959,1550015924561,p74,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,1,1
u392999,1546536986328,p73,0,0,0,0,342,2,171,342,0,0,-1,3.637289,10.362711,196,2,1,128,75,68,75,1,0,0,5,5,60,1,0,771,0,1,1
u393,1550535876511,p75,54,1,0.002157,7.259614,5855,13,450.384615,3860,1995,0.516839,-0.483161,13.549779,0.450221,839,5,1,713,302,352,302,1,112,112,1822,1883,361,1,0,18007,0,1,1
u3931,1562963005799,p124,26,1,0.010113,0.603224,901,3,300.333333,427,474,1.11007,0.11007,12.918484,1.081516,414,2,1,287,162,143,162,1,0,0,79,79,144,1,0,2652,0,1,1
u393108,1546395073852,p74,0,0,0,0,2130,11,193.636364,1809,321,0.177446,-0.822554,13.426587,0.573413,817,6,2,662,390,256,390,1,6,5,127,128,406,1,0,2815,0,1,1
u393136,1549502404663,p87,0,0,0,0,164,4,41,1,163,163,162,13.959636,0.040364,78,1,1,38,47,18,47,1,0,0,20,20,20,1,0,1129,0,1,1
u393172,1546396014645,p76,0,0,0,0,1363,6,227.166667,657,706,1.074581,0.074581,12.450149,1.549851,646,5,2,428,322,205,322,1,4,4,88,88,223,1,0,1363,0,1,1
u3932,1564403615512,p127,269,2,1.448519,0.417531,9303,14,664.5,5312,3991,0.751318,-0.248682,13.988042,0.011958,1186,4,1,1185,613,428,613,1,292,287,2724,2726,757,1,0,48482,0,0,0
u393221,1546740612461,p74,40,1,0.002645,3.600594,696,5,139.2,361,335,0.927978,-0.072022,11.447972,2.552028,225,3,2,166,89,76,89,1,35,35,82,83,90,1,0,4493,0,1,1
u393235,1547837043836,p81,0,0,0,0,293,2,146.5,293,0,0,-1,4.585475,9.414525,142,1,1,81,68,41,68,1,0,0,31,31,40,1,0,2092,0,0,0
u393242,1546402088918,p73,0,0,0,0,1628,11,148,1061,567,0.534402,-0.465598,13.623954,0.376046,569,5,1,470,318,227,318,1,44,44,138,139,243,1,0,1722,0,1,1
u393265,1569912618476,p163,0,0,0,0,76,1,76,76,0,0,-1,0.382317,13.617683,33,2,1,21,10,11,10,1,0,0,12,11,10,1,0,76,0,1,1
u393270,1551141054646,p86,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,485,0,1,1
u393275,1546883667922,p75,0,0,0,0,160,2,80,160,0,0,-1,0.405189,13.594811,43,3,1,35,16,18,16,1,0,0,37,36,17,1,0,160,0,1,1
u3933,1561536203296,p121,687,8,21.758493,0.561226,356,6,59.333333,356,0,0,-1,6.187364,7.812636,162,2,1,112,61,54,61,1,1,1,33,35,58,1,0,1920,0,1,1
u393318,1552774491019,p90,701,5,66.826744,6.565249,854,7,122,182,672,3.692308,2.692308,13.546031,0.453969,407,4,1,255,216,112,216,1,19,19,27,27,143,1,0,1555,0,1,1
u393336,1547168204981,p73,346,3,7.112887,1.406319,1111,7,158.714286,359,752,2.094708,1.094708,13.484663,0.515337,426,4,2,357,187,157,187,1,49,45,56,58,200,1,0,2580,0,1,1
u393338,1548107379939,p74,832,5,19.023165,0.365385,7358,11,668.909091,4564,2794,0.612182,-0.387818,13.453786,0.546214,2309,5,2,2025,1934,916,1934,1,225,173,488,487,1109,1,0,11292,0,1,1
u393355,1546891613756,p75,379,3,1.969186,3.34285,2504,12,208.666667,1191,1313,1.102435,0.102435,12.184304,1.815696,743,4,1,546,506,259,506,1,71,71,237,237,287,1,0,9069,0,1,1
u393361,1551899434740,p90,0,0,0,0,258,4,64.5,213,45,0.211268,-0.788732,13.210667,0.789333,145,2,1,98,61,48,61,1,0,0,0,0,50,1,0,297,0,1,1
u393380,1546572566688,p74,0,0,0,0,3131,11,284.636364,1984,1147,0.578125,-0.421875,13.215065,0.784935,927,4,1,598,569,257,569,1,182,182,440,439,341,1,0,6342,0,1,1
u393396,1546638056294,p74,38,1,0.004682,2.358698,511,6,85.166667,205,306,1.492683,0.492683,12.067213,1.932787,287,3,1,181,125,85,125,1,1,1,0,0,96,1,0,704,0,1,1
u3934,1565596287027,p130,18,1,0.003022,339.121654,1221,10,122.1,698,523,0.749284,-0.250716,12.451167,1.548833,461,3,1,325,204,160,204,1,3,3,152,156,165,1,0,2578,0,1,1
u393408,1549508903601,p86,38,2,23.243809,12.34279,17,5,3.4,5,12,2.4,1.4,10.865439,3.134561,5,1,1,8,0,0,0,0,0,0,0,0,8,1,0,55,0,1,1
u393412,1547058169747,p79,0,0,0,0,10,2,5,10,0,0,-1,3.826366,10.173634,8,1,1,2,5,1,5,1,0,0,0,0,1,1,0,280,0,1,1
u393431,1546402796882,p76,0,0,0,0,275,2,137.5,275,0,0,-1,3.120222,10.879778,110,3,1,76,43,42,43,1,0,0,29,29,34,1,0,275,0,1,1
u393451,1546403389697,p73,0,0,0,0,47,1,47,47,0,0,-1,0.37288,13.62712,17,2,1,12,10,10,10,1,0,0,6,6,2,1,0,47,0,1,1
u393468,1550969520747,p89,0,0,0,0,3567,6,594.5,1737,1830,1.053541,0.053541,13.35958,0.64042,1201,3,1,774,710,336,710,1,0,0,654,654,438,1,0,9368,0,0,0
u393493,1546535941106,p73,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,0,1,1
u3935,1563347214011,p125,22,1,0.001624,197.052903,3205,9,356.111111,2311,894,0.386846,-0.613154,13.508694,0.491306,739,3,1,520,1022,265,1022,1,2,2,565,573,255,1,0,4242,0,1,1
u393500,1546405276527,p73,0,0,0,0,7,2,3.5,1,6,6,5,11.370636,2.629364,2,1,1,1,0,0,0,0,2,2,0,0,1,1,0,7,0,1,1
u393504,1554477516767,p75,1694,13,71.686651,21.378199,3296,8,412,2852,444,0.15568,-0.84432,12.59735,1.40265,991,4,1,674,827,298,827,1,89,70,378,377,376,1,0,5228,0,1,1
u393514,1546405863118,p73,0,0,0,0,474,2,237,5,469,93.8,92.8,12.002577,1.997423,244,2,1,141,113,70,113,1,2,2,37,37,71,1,0,474,0,1,1
u393553,1546470009810,p76,36,1,0.002891,0.363657,354,2,177,354,0,0,-1,1.597191,12.402809,92,3,1,73,44,37,44,1,4,4,76,78,36,1,0,390,0,1,1
u393573,1547049375212,p74,0,0,0,0,325,8,40.625,210,115,0.547619,-0.452381,11.674864,2.325136,145,4,1,91,65,43,65,1,12,10,25,25,48,1,0,761,0,1,1
u3936,1564455630900,p125,0,0,0,0,1210,4,302.5,1037,173,0.166827,-0.833173,8.254444,5.745556,520,6,1,359,203,182,203,1,0,0,139,149,177,1,0,1210,0,1,1
u393687,1546445016299,p75,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1
u3937,1552359226206,p91,621,6,68.881311,0.772592,2062,13,158.615385,986,1076,1.091278,0.091278,13.811302,0.188698,658,4,1,543,230,239,230,1,91,91,276,287,304,1,0,9831,0,0,0
u393700,1546488390356,p73,0,0,0,0,42,2,21,1,41,41,40,11.403616,2.596384,18,2,1,12,5,5,5,1,1,1,5,5,7,1,0,2566,0,1,1
u393714,1546468505575,p74,0,0,0,0,2552,10,255.2,1925,627,0.325714,-0.674286,13.58318,0.41682,826,4,1,616,546,293,546,1,90,88,193,192,323,1,0,6210,0,0,0
u393729,1573791948736,p185,27,1,0.001903,316.530466,57,3,19,57,0,0,-1,4.973523,9.026477,21,3,1,13,9,8,9,1,8,7,3,3,5,1,0,84,0,1,1
u393736,1549829351884,p88,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29432,1,0,1
u393792,1546550470323,p73,159,1,0.01084,1.204024,526,4,131.5,526,0,0,-1,4.123286,9.876714,210,1,1,139,89,70,89,1,0,0,78,80,69,1,0,817,0,1,1
u3939,1564460864695,p141,0,0,0,0,5711,11,519.181818,3389,2322,0.685158,-0.314842,11.926753,2.073247,1573,6,1,1168,628,578,628,1,30,30,1326,1359,590,1,0,5711,0,1,1
u393967,1546421629861,p73,0,0,0,0,1962,9,218,925,1037,1.121081,0.121081,12.931974,1.068026,393,5,2,318,162,140,162,1,168,168,350,350,178,1,0,2854,0,1,1
u393990,1554016553135,p94,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,388,0,0,0
u3940,1564366806072,p124,401,4,240.234892,2.792276,622,4,155.5,622,0,0,-1,4.515419,9.484581,296,6,1,226,126,103,126,1,9,9,13,12,123,1,0,1023,0,1,1
u394039,1572368122741,p171,295,5,7.12484,292.025827,1171,13,90.076923,506,665,1.314229,0.314229,13.770959,0.229041,492,5,2,395,172,133,172,1,29,29,75,75,262,1,0,1543,0,1,1
u394071,1546438545212,p76,0,0,0,0,2151,8,268.875,2111,40,0.018948,-0.981052,9.90018,4.09982,726,4,2,535,266,250,266,1,101,99,195,196,285,1,0,2151,0,1,1
u394075,1547976483648,p81,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,745,0,1,1
u394086,1546905087936,p73,0,0,0,0,225,3,75,225,0,0,-1,1.562843,12.437157,82,3,1,58,35,32,35,1,19,19,18,17,26,1,0,225,0,1,1
u394097,1546438076974,p76,0,0,0,0,26,2,13,26,0,0,-1,0.623969,13.376031,16,2,1,8,7,8,7,1,0,0,1,1,0,1,0,26,0,1,1
u394119,1546673305592,p74,41,1,0.003479,0.61318,167,4,41.75,20,147,7.35,6.35,10.794379,3.205621,65,1,1,44,33,23,33,1,0,0,22,22,21,1,1,216,1,0,1
u394125,1546545860386,p73,359,1,0.687608,0.005844,1176,12,98,776,400,0.515464,-0.484536,13.360995,0.639005,407,3,1,246,311,92,311,1,49,48,120,120,154,1,0,1547,0,1,1
u394131,1546452449051,p73,0,0,0,0,1409,5,281.8,201,1208,6.00995,5.00995,12.536028,1.463972,450,5,2,381,170,161,170,1,117,117,97,101,220,1,0,2304,0,1,1
u394168,1546719624351,p73,222,3,2.083671,0.737675,828,7,118.285714,669,159,0.237668,-0.762332,13.534604,0.465396,374,3,2,233,202,114,202,1,11,10,34,34,119,1,0,1450,0,0,0
u394189,1551597322579,p91,274,2,56.36703,2.903374,152,3,50.666667,152,0,0,-1,1.827798,12.172202,71,2,1,52,34,26,34,1,0,0,5,5,26,1,0,426,0,1,1
u394274,1546448746635,p73,0,0,0,0,168,3,56,139,29,0.208633,-0.791367,13.713985,0.286015,68,3,2,46,25,27,25,1,0,0,25,25,19,1,0,206,0,1,1
u394299,1546537300311,p76,313,1,0.627697,0.02041,35,2,17.5,35,0,0,-1,0.56542,13.43458,23,1,1,11,11,11,11,1,0,0,0,0,0,1,1,348,1,0,1
u3943,1564465227589,p124,0,0,0,0,3872,7,553.142857,2533,1339,0.528622,-0.471378,9.056203,4.943797,1189,5,1,833,676,396,676,1,27,26,738,738,437,1,0,4169,0,1,1
u394334,1551392246988,p90,0,0,0,0,4674,6,779,4369,305,0.06981,-0.93019,7.566278,6.433722,1711,4,1,1066,956,521,956,1,50,49,421,421,545,1,0,14228,0,0,0
u394344,1561647684240,p121,1262,3,23.854658,0.054475,2074,11,188.545455,1328,746,0.561747,-0.438253,13.48856,0.51144,1077,2,2,677,621,316,621,1,0,0,49,49,361,1,0,3731,0,1,1
u394345,1546451779502,p73,0,0,0,0,3356,15,223.733333,2306,1050,0.455334,-0.544666,13.618153,0.381847,998,6,1,1065,403,379,403,1,240,240,129,134,686,1,0,4218,0,1,1
u394354,1550463143143,p88,199,1,0.04211,46.020171,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,200,0,1,1
u394361,1569782293406,p169,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,0,1,1
u394366,1546520474340,p73,21,1,0.001702,0.423061,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,0,1,1
u394382,1546542729530,p75,99,1,0.47382,0.203109,130,3,43.333333,126,4,0.031746,-0.968254,12.517527,1.482473,77,1,1,51,25,26,25,1,0,0,1,1,25,1,0,230,0,0,0
u394385,1546456397595,p74,0,0,0,0,231,3,77,139,92,0.661871,-0.338129,7.849706,6.150294,95,2,1,43,73,21,73,1,12,12,18,18,22,1,0,822,0,0,0
u3944,1564493333709,p156,0,0,0,0,1609,3,536.333333,1609,0,0,-1,3.702526,10.297474,641,5,1,452,271,221,271,1,0,0,217,209,231,1,0,2451,0,1,1
u394408,1549918159441,p88,326,3,2.036305,37.695523,457,5,91.4,341,116,0.340176,-0.659824,13.224633,0.775367,161,3,1,136,64,59,64,1,59,59,0,0,77,1,0,889,0,1,1
u394409,1571072633428,p163,5492,39,269.566228,15.008381,388,7,55.428571,17,371,21.823529,20.823529,12.767396,1.232604,163,4,1,125,45,50,45,1,2,2,26,26,75,1,0,7307,0,1,1
u394425,1546796493401,p74,35,1,0.002748,3.593366,8,2,4,8,0,0,-1,0.377197,13.622803,4,1,1,2,1,1,1,1,0,0,1,1,1,1,0,5139,0,1,1
u394494,1569880965138,p162,1227,6,264.246691,6.512095,2486,12,207.166667,1779,707,0.397414,-0.602586,13.601231,0.398769,999,7,2,717,353,299,353,1,60,60,182,182,418,1,0,6611,0,1,1
u3945,1564458351102,p141,0,0,0,0,27,2,13.5,27,0,0,-1,2.485984,11.514016,15,1,1,7,6,7,6,1,0,0,1,1,0,1,1,27,1,0,1
u394514,1551308524462,p75,46,1,0.029602,55.765658,1402,13,107.846154,881,521,0.591373,-0.408627,13.274299,0.725701,601,3,1,369,304,164,304,1,5,5,174,174,205,1,0,1710,0,1,1
u394539,1546960798972,p77,164,1,0.024159,5.440385,1497,8,187.125,1145,352,0.307424,-0.692576,11.630426,2.369574,628,4,1,450,292,213,292,1,70,70,82,82,237,1,0,1741,0,1,1
u394556,1549167822416,p86,1340,3,2.333558,0.532142,4984,13,383.384615,2093,2891,1.381271,0.381271,13.993071,0.006929,2163,4,2,1555,951,751,951,1,324,322,38,38,804,1,0,11061,0,1,1
u394562,1564320122869,p141,0,0,0,0,70,1,70,70,0,0,-1,0.37322,13.62678,15,1,1,7,49,7,49,1,0,0,3,3,0,1,0,70,0,1,1
u394581,1547408114181,p79,28,1,0.001834,10.629066,361,4,90.25,332,29,0.087349,-0.912651,11.238934,2.761066,121,3,1,94,44,40,44,1,21,21,43,43,54,1,0,1911,0,1,1
u394599,1546462602304,p73,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,0,1,1
u394643,1546459642850,p73,0,0,0,0,759,8,94.875,460,299,0.65,-0.35,12.107104,1.892896,301,3,1,212,135,108,135,1,7,7,63,62,104,1,0,2314,0,1,1
u394660,1560989309989,p86,8238,12,49.264754,116.497295,3,3,1,3,0,0,-1,5.298748,8.701252,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8279,1,0,1
u3947,1560302867990,p112,0,0,0,0,466,8,58.25,263,203,0.771863,-0.228137,9.333465,4.666535,230,3,1,149,91,81,91,1,0,0,38,38,68,1,0,466,0,1,1
u394719,1552324580982,p90,574,4,7.150386,60.330767,2045,10,204.5,1222,823,0.673486,-0.326514,13.530521,0.469479,502,4,1,456,176,182,176,1,175,175,303,302,274,1,0,5343,0,1,1
u394722,1546480700093,p75,0,0,0,0,1,1,1,1,0,0,-1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,0,1,1
u394733,1546752143055,p73,219,2,1.080321,1.893924,1668,9,185.333333,952,716,0.752101,-0.247899,11.092191,2.907809,530,4,1,427,239,209,239,1,62,62,140,141,218,1,0,2424,0,1,1
